Thoigian,Linh_vuc,Chuyen_muc,Dia_diem,Muc_do,Nguon_tin,Tin_bai,Tom_tat_noi_dung
1/12/2023,địa chất - khoáng sản,"kiến nghị, xử lý",Phú Thọ,4,Dân Việt,4 công ty ở Phú Thọ bị phạt gần 2 tỷ đồng vì khai thác khoáng sản vượt công suất cho phép.,"Chủ tịch UBND tỉnh Phú Thọ vừa ký các quyết định xử phạt vi phạm hành chính trong lĩnh vực khoáng sản đối với Công ty cổ phần xây dựng và khai thác đá Mỹ Lung, Công ty cổ phần khoáng sản và vật liệu xây dựng Tự Lập, Công ty cổ phần ATA Phú Thọ và Công ty cổ phần khoáng sản Tân Ngọc Minh với tổng số tiền 1,94 tỷ đồng vì khai thác khoáng sản vượt công suất cho phép."
1/12/2023,địa chất - khoáng sản,"thực trạng, sai phạm",Quảng Nam,4,"Công an nhân dân,","Dọa viết bài về sai phạm mỏ cát, phóng viên một tạp chí cưỡng đoạt tiền của doanh nghiệp.","Công an huyện Đại Lộc (Quảng Nam) đã bắt quả tang đối tượng Đặng Ngọc Bảo (SN 1977, trú quận Hải Châu, Đà Nẵng; phóng viên Tạp chí Môi trường và xã hội) khi đang nhận 9,8 triệu đồng từ Công ty Cổ phần Trường Lợi có trụ sở tại Cụm Công nghiệp Đại Quang, huyện Đại Lộc. Trước đó, Bảo nắm được thông tin Công ty CP Trường Lợi có vi phạm trong việc khai thác, vận chuyển khoáng sản tại mỏ cát thuộc thôn Ngọc Kinh Đông, xã Đại Hồng, huyện Đại Lộc nhưng đến nay chưa khắc phục triệt để nên đã liên lạc yêu cầu lãnh đạo Công ty CP Trường Lợi phải gặp mặt, trao đổi trực tiếp với Bảo, nếu không sẽ đăng tải các bài báo ảnh hưởng đến hoạt động của công ty."
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,"Chính phủ,",Phát triển nông nghiệp xanh từ vựa lúa Việt Nam.,"Để thực hiện các mục tiêu về ứng phó với biến đổi khí hậu, ngành nông nghiệp Việt Nam đã bắt tay vào thực hiện một đề án chưa từng có - Đề án ""Phát triển bền vững một triệu ha chuyên canh lúa chất lượng cao gắn với tăng trưởng xanh vùng ĐBSCL""  để tạo điểm nhấn, lan tỏa một nền nông nghiệp xanh, tạo dư địa giảm phát thải chung cho Việt Nam. Chuyên gia nhận định, thực hiện được đề án một triệu ha lúa chất lượng cao gắn với tăng trưởng xanh có thể coi là việc tạo ra nền móng lan tỏa cho nông nghiệp tuần hoàn, tạo dư địa giảm phát thải chung cho Việt Nam."
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,VietNamPlus ,Phát triển thị trường carbon: Cơ hội lớn để Việt Nam hướng tới Net zero.,"nhấn mạnh phát triển thị trường carbon là xu thế tất yếu, nhiều ý kiến cho rằng thời gian tới các doanh nghiệp cần phải chuyển đổi công nghệ giảm phát thải để hướng tới phát triển nền kinh tế carbon thấp, chủ động ứng phó với biến đổi khí hậu. Đây là việc Việt Nam “dù tốn kém cũng phải triển khai” nếu không sẽ tụt hậu so với thế giới."
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,VOV,"Chính sách tài chính vượt qua thách thức, hướng tới phát triển bền vững","Sáng 30/11, Bộ Tài chính phối hợp với Tổ chức Hợp tác Phát triển Đức (GIZ), Liên minh châu Âu (EU), Bộ Hợp tác kinh tế và Phát triển liên bang Đức (BMZ) tổ chức Diễn đàn Tài chính Việt Nam 2023 theo hình thức trực tiếp kết hợp với trực tuyến."
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,Tiền phong.,"Cảnh báo xâm nhập mặn ở ĐBSCL vào sâu 70km, ảnh hưởng 100.000ha lúa, cây ăn trái.","Ngày 30/11 tại Trà Vinh, Bộ Nông nghiệp và Phát triển nông thôn (NN&PTNT) tổ chức hội nghị triển khai công tác phòng, chống hạn hán, xâm nhập mặn, bảo đảm sản xuất nông nghiệp, dân sinh mùa khô năm 2023-2024 vùng ĐBSCL. Theo cảnh báo, ở vùng các cửa sông Cửu Long, xâm nhập mặn có khả năng xuất hiện sớm hơn trung bình nhiều năm trước. Từ tháng 1, tháng 2 và nửa đầu tháng 3/2024, ranh mặn 4g/l vào sâu đến 50-70km."
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,Người Đưa Tin,"ĐBSCL chủ động ứng phó hạn mặn, thích ứng sản xuất",Thứ trưởng Bộ NNPTNT Nguyễn Hoàng Hiệp yêu cầu
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",toàn quốc,4,Lao Động,"Thuận thiên, thích nghi có kiểm soát trong phòng, chống hạn mặn ở ĐBSCL",Thứ trưởng Bộ NNPTNT Nguyễn Hoàng Hiệp yêu cầu
1/12/2023,KTTV -BĐKH,"chính sách, quản lý",Thanh Hóa,4,Đại đoàn kết,Đảm bảo an cư cho người dân vùng sạt lở.,"Theo thống kê, hiện nay, tỉnh Thanh Hóa vẫn còn trên 4.000 hộ dân với 18.000 nhân khẩu đang sinh sống trong khu vực có nguy cơ xảy ra thiên tai. Trước tình hình đó, tỉnh đã phê duyệt quy hoạch nhiều dự án bố trí sắp xếp, ổn định dân cư tại các khu vực ảnh hưởng bởi thiên tai; đặt ra mục tiêu đến năm 2025, sắp xếp, ổn định cho các hộ dân tại khu vực có nguy cơ rất cao và nguy cơ cao xảy ra lũ ống, lũ quét, sạt lở đất."
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"VOV, VTV",Thủ tướng dự và phát biểu tại Hội nghị Thượng đỉnh hành động khí hậu thế giới,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Chính phủ, Vietnamnet, VTC News",Toàn văn phát biểu của Thủ tướng Phạm Minh Chính tại COP28,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Chính phủ, Tiền phong, Thanh niên, Công an nhân dân, Tuổi trẻ",Hệ thống khí hậu toàn cầu gần đến giới hạn đỏ,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Tuổi trẻ,"Cảnh báo giới hạn đỏ về biến đổi khí hậu, Thủ tướng đề nghị nước phát triển hỗ trợ vốn ưu đãi",Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,VietNamNe,Thủ tướng gửi thông điệp khai thông bế tắc đàm phán biến đổi khí hậu ,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,(VnExpress,Thủ tướng đề nghị các nước 'nói là làm' trong cam kết khí hậu ,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Vneconomy,Hành động thống nhất mang tính toàn cầu để ứng phó hiệu quả với biến đổi khí hậu,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"(TTXVN, VietNamPlus, Hà Nội mới, Quân đội nhân dân, Tài nguyên và Môi trường","Đoàn kết quốc tế, chung tay vì sự thịnh vượng của nhân loại",Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"TN&MT, Chính phủ",Thủ tướng đề xuất 3 định hướng hợp tác trong G77 để ứng phó với biến đổi khí hậu ,Thủ tướng Phạm Minh Chính dẫn đầu đã có nhiều hoạt động quan trọng tại Hội nghị COP 28
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"TN&MT, Đại biểu nhân dân, QuochoiTV, VietNamPlus, VOV, VTV",công bố Kế hoạch huy động nguồn lực thực hiện Tuyên bố chính trị thiết lập quan hệ đối tác chuyển đổi năng lượng công bằng (JETP),"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Chính phủ, VTV, Dân trí, Người lao động","Các đối tác cam kết hỗ trợ Việt Nam 15,5 tỷ USD để chuyển đổi năng lượng","Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Đảng cộng sản,Dấu mốc mới của Việt Nam trong thực hiện mục tiêu phát triển bền vững (,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Chính phủ, TN&MT, Thời báo Tài chính, Dân trí","Thủ tướng Thủ tướng Phạm Minh Chính đồng chủ trì sự kiện ""Huy động tài chính thực hiện cam kết của Việt Nam về biến đổi khí hậu""","Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Tuổi trẻ) ,Ngân hàng Standard Chartered và đối tác hỗ trợ Việt Nam giảm điện than (,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Pháp luật TP.HCM, TN&MT",Việt Nam ký 9 văn kiện hợp tác về phát triển xanh tại COP28,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Chính phủ),Việt Nam quyết tâm hoàn thành các mục tiêu ứng phó biến đổi khí hậu,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Chính phủ, VietNamPlus, Thời sự VTV1 19h, TN&MT","Việt Nam là địa điểm tin cậy để đầu tư, thúc đẩy chuyển đổi xanh ","Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"VietnamPlus, Kinh tế Đô th","""Chuyển đổi Xanh là lựa chọn khách quan và chiến lược của Việt Nam""","Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,VnExpress). ,Việt Nam cần vốn vay ưu đãi phát triển xanh,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,VOV,Thủ tướng Chính phủ Phạm Minh Chính đã tham dự và phát biểu tại Tọa đàm về “Đẩy nhanh chuyển đổi điện than” (,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"TTXVN, Dân trí",Đã đến lúc chuyển đổi điện than sang một nguồn năng lượng sạch,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Nhân dân,Việt Nam chuyển đổi sang năng lượng tái tạo với lộ trình và bước đi phù hợp ,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,Chính phủ,Việt Nam sẽ chuyển đổi nhanh từ điện than sang năng lượng tái tạo ,"Các hội nghị bên lề do Thủ tướng chủ trì, tham dự"
4/12/2023,thông tin chung,thông tin khác ,toàn quốc,4,"Báo TN&MT, Đảng Cộng sản, VTC News, VOV",Tăng cường hợp tác về ứng phó với biến đổi khí hậu và môi trường giữa Việt Nam và UAE,"Bộ trưởng Đặng Quốc Khánh và bà Mariam Almheiri, Bộ trưởng Bộ Môi trường và Biến đổi khí hậu UAE đã có buổi làm việc và ký kết Bản ghi nhớ về hợp tác trong lĩnh vực môi trường và biến đổi khí hậu."
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Thời báo Kinh tế Sài Gòn,Xây dựng Luật Đất đai dựa trên tư duy thị trường.,"Luật Đất đai được xây dựng dựa trên tư duy thị trường, khắc phục những bất cập hiện hữu trên cơ sở nguyên tắc, quy luật thị trường."
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Reatimes,Cục trưởng Cục Quản lý công sản chỉ ra bất cập trong chính sách thu tiền sử dụng đất. ,"TS. Nguyễn Tân Thịnh, Cục trưởng Cục Quản lý công sản - Bộ Tài chính"
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Diễn đàn doanh nghiệp,Bảo đảm công bằng trong thu hồi đất đ,", luật sư Nguyễn Thanh Hà – Chủ tịch Công ty Luật SBLaw "
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Đầu tư,"Sửa Luật Đất đai, kỳ vọng “phút bù giờ”: Không thể vội vàng “làm tròn” nội dung chưa thống nhất. ",", ông Vũ Hồng Thanh, Chủ nhiệm Ủy ban Kinh tế của Quốc hội "
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Đầu tư,"Sửa Luật Đất đai, kỳ vọng “phút bù giờ”: Còn thời gian, vẫn kiên trì đóng góp. ",Phó chủ tịch Quốc hội Nguyễn Đức Hải 
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,Tiền phong.,"Luật kinh doanh bất động sản mới: Siết phân lô, bán nền.",". Luật kinh doanh bất động sản mới vừa được Quốc hội thông qua cấm phân lô, bán nền thuộc khu vực phường, quận, thành phố của đô thị loại đặc biệt, loại I, II, III. "
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,(VOV,", Siết phân lô bán nền: Nhà nhỏ lên ngôi, đất rộng lo ‘ế’ ",". Luật kinh doanh bất động sản mới vừa được Quốc hội thông qua cấm phân lô, bán nền thuộc khu vực phường, quận, thành phố của đô thị loại đặc biệt, loại I, II, III. "
4/12/2023,đất đai,"chính sách, quản lý",toàn quốc,4,TN&MT).,"Bộ TN&MT ban hành Văn bản hợp nhất Thông tư quy định về việc lập phương án sử dụng đất, cấp GCN công ty nông, lâm nghiệp.","Bộ TN&MT vừa ban hành Văn bản hợp nhất số 11/VBHN-BTNMT về Thông tư quy định việc lập phương án sử dụng đất; lập hồ sơ ranh giới sử dụng đất; đo đạc, lập bản đồ địa chính; xác định giá thuê đất; giao đất, cho thuê đất và cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất đối với công ty nông, lâm nghiệp "
